version4id,ccode1,state_name1,ccode2,state_name2,dyad_st_day,dyad_st_month,dyad_st_year,dyad_end_day,dyad_end_month,dyad_end_year,left_censor,right_censor,defense,neutrality,nonaggression,entente,version
169,350,"Greece",345,"Yugoslavia",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,350,"Greece",355,"Bulgaria",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,350,"Greece",360,"Romania",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,350,"Greece",365,"Russia",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,350,"Greece",640,"Turkey",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,350,"Greece",651,"Egypt",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,355,"Bulgaria",200,"United Kingdom",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,355,"Bulgaria",220,"France",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,355,"Bulgaria",345,"Yugoslavia",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,355,"Bulgaria",350,"Greece",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,355,"Bulgaria",360,"Romania",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,355,"Bulgaria",365,"Russia",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,355,"Bulgaria",640,"Turkey",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,355,"Bulgaria",651,"Egypt",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,360,"Romania",200,"United Kingdom",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,360,"Romania",220,"France",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,360,"Romania",345,"Yugoslavia",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,360,"Romania",350,"Greece",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,360,"Romania",355,"Bulgaria",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,360,"Romania",365,"Russia",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,360,"Romania",640,"Turkey",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,360,"Romania",651,"Egypt",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,365,"Russia",200,"United Kingdom",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,365,"Russia",220,"France",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,365,"Russia",345,"Yugoslavia",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,365,"Russia",350,"Greece",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,365,"Russia",355,"Bulgaria",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,365,"Russia",360,"Romania",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,365,"Russia",640,"Turkey",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,365,"Russia",651,"Egypt",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,640,"Turkey",200,"United Kingdom",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,640,"Turkey",220,"France",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,640,"Turkey",345,"Yugoslavia",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,640,"Turkey",350,"Greece",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,640,"Turkey",355,"Bulgaria",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,640,"Turkey",360,"Romania",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,640,"Turkey",365,"Russia",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,640,"Turkey",651,"Egypt",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,651,"Egypt",200,"United Kingdom",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,651,"Egypt",220,"France",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,651,"Egypt",345,"Yugoslavia",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,651,"Egypt",350,"Greece",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,651,"Egypt",355,"Bulgaria",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,651,"Egypt",360,"Romania",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,651,"Egypt",365,"Russia",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
169,651,"Egypt",640,"Turkey",14,9,1937,28,3,1939,0,0,1,0,0,0,4.1
170,145,"Bolivia",150,"Paraguay",21,7,1938,,,,0,1,0,0,1,0,4.1
170,150,"Paraguay",145,"Bolivia",21,7,1938,,,,0,1,0,0,1,0,4.1
171,345,"Yugoslavia",350,"Greece",31,7,1938,18,6,1940,0,0,0,0,1,0,4.1
171,345,"Yugoslavia",355,"Bulgaria",31,7,1938,18,6,1940,0,0,0,0,1,0,4.1
171,345,"Yugoslavia",360,"Romania",31,7,1938,18,6,1940,0,0,0,0,1,0,4.1
171,345,"Yugoslavia",640,"Turkey",31,7,1938,18,6,1940,0,0,0,0,1,0,4.1
171,350,"Greece",345,"Yugoslavia",31,7,1938,18,6,1940,0,0,0,0,1,0,4.1
171,350,"Greece",355,"Bulgaria",31,7,1938,18,6,1940,0,0,0,0,1,0,4.1
171,350,"Greece",360,"Romania",31,7,1938,18,6,1940,0,0,0,0,1,0,4.1
171,350,"Greece",640,"Turkey",31,7,1938,18,6,1940,0,0,0,0,1,0,4.1
171,355,"Bulgaria",345,"Yugoslavia",31,7,1938,18,6,1940,0,0,0,0,1,0,4.1
171,355,"Bulgaria",350,"Greece",31,7,1938,18,6,1940,0,0,0,0,1,0,4.1
171,355,"Bulgaria",360,"Romania",31,7,1938,18,6,1940,0,0,0,0,1,0,4.1
171,355,"Bulgaria",640,"Turkey",31,7,1938,18,6,1940,0,0,0,0,1,0,4.1
171,360,"Romania",345,"Yugoslavia",31,7,1938,18,6,1940,0,0,0,0,1,0,4.1
171,360,"Romania",350,"Greece",31,7,1938,18,6,1940,0,0,0,0,1,0,4.1
171,360,"Romania",355,"Bulgaria",31,7,1938,18,6,1940,0,0,0,0,1,0,4.1
171,360,"Romania",640,"Turkey",31,7,1938,18,6,1940,0,0,0,0,1,0,4.1
171,640,"Turkey",345,"Yugoslavia",31,7,1938,18,6,1940,0,0,0,0,1,0,4.1
171,640,"Turkey",350,"Greece",31,7,1938,18,6,1940,0,0,0,0,1,0,4.1
171,640,"Turkey",355,"Bulgaria",31,7,1938,18,6,1940,0,0,0,0,1,0,4.1
171,640,"Turkey",360,"Romania",31,7,1938,18,6,1940,0,0,0,0,1,0,4.1
172,220,"France",255,"Germany",6,12,1938,3,9,1939,0,0,0,0,0,1,4.1
172,255,"Germany",220,"France",6,12,1938,3,9,1939,0,0,0,0,0,1,4.1
173,230,"Spain",235,"Portugal",17,3,1939,22,11,1977,0,0,0,1,1,0,4.1
173,235,"Portugal",230,"Spain",17,3,1939,22,11,1977,0,0,0,1,1,0,4.1
174,200,"United Kingdom",290,"Poland",6,4,1939,27,9,1939,0,0,1,0,0,1,4.1
174,290,"Poland",200,"United Kingdom",6,4,1939,27,9,1939,0,0,1,0,0,1,4.1
175,255,"Germany",325,"Italy",22,5,1939,2,9,1943,0,0,1,0,0,1,4.1
175,325,"Italy",255,"Germany",22,5,1939,2,9,1943,0,0,1,0,0,1,4.1
176,255,"Germany",390,"Denmark",31,5,1939,9,4,1940,0,0,0,1,1,0,4.1
176,390,"Denmark",255,"Germany",31,5,1939,9,4,1940,0,0,0,1,1,0,4.1
177,255,"Germany",366,"Estonia",7,6,1939,16,6,1940,0,0,0,1,1,0,4.1
177,366,"Estonia",255,"Germany",7,6,1939,16,6,1940,0,0,0,1,1,0,4.1
178,255,"Germany",367,"Latvia",7,6,1939,16,6,1940,0,0,0,1,1,0,4.1
178,367,"Latvia",255,"Germany",7,6,1939,16,6,1940,0,0,0,1,1,0,4.1
179,220,"France",640,"Turkey",23,6,1939,19,10,1939,0,0,1,0,0,1,4.1
179,640,"Turkey",220,"France",23,6,1939,19,10,1939,0,0,1,0,0,1,4.1
180,255,"Germany",365,"Russia",23,8,1939,22,6,1941,0,0,0,1,1,0,4.1
180,365,"Russia",255,"Germany",23,8,1939,22,6,1941,0,0,0,1,1,0,4.1
181,365,"Russia",366,"Estonia",28,9,1939,16,6,1940,0,0,1,0,0,0,4.1
181,366,"Estonia",365,"Russia",28,9,1939,16,6,1940,0,0,0,0,0,0,4.1
182,365,"Russia",367,"Latvia",5,10,1939,16,6,1940,0,0,1,0,0,0,4.1
182,367,"Latvia",365,"Russia",5,10,1939,16,6,1940,0,0,0,0,0,0,4.1
183,365,"Russia",368,"Lithuania",10,10,1939,14,6,1940,0,0,1,0,0,0,4.1
183,368,"Lithuania",365,"Russia",10,10,1939,14,6,1940,0,0,0,0,0,0,4.1
184,200,"United Kingdom",220,"France",19,10,1939,22,6,1940,0,0,1,0,0,0,4.1
184,200,"United Kingdom",640,"Turkey",19,10,1939,2,9,1945,0,0,1,0,0,0,4.1
184,220,"France",200,"United Kingdom",19,10,1939,22,6,1940,0,0,1,0,0,0,4.1
184,220,"France",640,"Turkey",19,10,1939,22,6,1940,0,0,1,0,0,0,4.1
184,640,"Turkey",200,"United Kingdom",19,10,1939,2,9,1945,0,0,1,0,0,0,4.1
184,640,"Turkey",220,"France",19,10,1939,22,6,1940,0,0,1,0,0,0,4.1
185,100,"Colombia",101,"Venezuela",17,12,1939,,,,0,1,0,0,1,0,4.1
185,101,"Venezuela",100,"Colombia",17,12,1939,,,,0,1,0,0,1,0,4.1
186,365,"Russia",375,"Finland",12,3,1940,25,6,1941,0,0,0,0,1,0,4.1
186,375,"Finland",365,"Russia",12,3,1940,25,6,1941,0,0,0,0,1,0,4.1
187,200,"United Kingdom",800,"Thailand",12,6,1940,1,12,1940,0,0,0,1,1,0,4.1
187,800,"Thailand",200,"United Kingdom",12,6,1940,1,12,1940,0,0,0,1,1,0,4.1
188,740,"Japan",800,"Thailand",12,6,1940,21,12,1941,0,0,0,1,0,0,4.1
188,800,"Thailand",740,"Japan",12,6,1940,21,12,1941,0,0,0,1,0,0,4.1
189,255,"Germany",310,"Hungary",20,11,1940,11,12,1941,0,0,1,0,0,0,4.1
189,255,"Germany",325,"Italy",27,9,1940,11,12,1941,0,0,1,0,0,0,4.1
189,255,"Germany",355,"Bulgaria",1,3,1941,11,12,1941,0,0,1,0,0,0,4.1
189,255,"Germany",360,"Romania",23,11,1940,11,12,1941,0,0,1,0,0,0,4.1
189,255,"Germany",740,"Japan",27,9,1940,11,12,1941,0,0,1,0,0,0,4.1
189,310,"Hungary",255,"Germany",20,11,1940,11,12,1941,0,0,1,0,0,0,4.1
189,310,"Hungary",325,"Italy",20,11,1940,11,12,1941,0,0,1,0,0,0,4.1
189,310,"Hungary",355,"Bulgaria",1,3,1941,11,12,1941,0,0,1,0,0,0,4.1
189,310,"Hungary",360,"Romania",23,11,1940,11,12,1941,0,0,1,0,0,0,4.1
189,310,"Hungary",740,"Japan",20,11,1940,11,12,1941,0,0,1,0,0,0,4.1
189,325,"Italy",255,"Germany",27,9,1940,11,12,1941,0,0,1,0,0,0,4.1
189,325,"Italy",310,"Hungary",20,11,1940,11,12,1941,0,0,1,0,0,0,4.1
189,325,"Italy",355,"Bulgaria",1,3,1941,11,12,1941,0,0,1,0,0,0,4.1
189,325,"Italy",360,"Romania",23,11,1940,11,12,1941,0,0,1,0,0,0,4.1
189,325,"Italy",740,"Japan",27,9,1940,11,12,1941,0,0,1,0,0,0,4.1
189,355,"Bulgaria",255,"Germany",1,3,1941,11,12,1941,0,0,1,0,0,0,4.1
189,355,"Bulgaria",310,"Hungary",1,3,1941,11,12,1941,0,0,1,0,0,0,4.1
189,355,"Bulgaria",325,"Italy",1,3,1941,11,12,1941,0,0,1,0,0,0,4.1
189,355,"Bulgaria",360,"Romania",1,3,1941,11,12,1941,0,0,1,0,0,0,4.1
189,355,"Bulgaria",740,"Japan",1,3,1941,11,12,1941,0,0,1,0,0,0,4.1
189,360,"Romania",255,"Germany",23,11,1940,11,12,1941,0,0,1,0,0,0,4.1
189,360,"Romania",310,"Hungary",23,11,1940,11,12,1941,0,0,1,0,0,0,4.1
189,360,"Romania",325,"Italy",23,11,1940,11,12,1941,0,0,1,0,0,0,4.1
189,360,"Romania",355,"Bulgaria",1,3,1941,11,12,1941,0,0,1,0,0,0,4.1
189,360,"Romania",740,"Japan",23,11,1940,11,12,1941,0,0,1,0,0,0,4.1
189,740,"Japan",255,"Germany",27,9,1940,11,12,1941,0,0,1,0,0,0,4.1
189,740,"Japan",310,"Hungary",20,11,1940,11,12,1941,0,0,1,0,0,0,4.1
189,740,"Japan",325,"Italy",27,9,1940,11,12,1941,0,0,1,0,0,0,4.1
189,740,"Japan",355,"Bulgaria",1,3,1941,11,12,1941,0,0,1,0,0,0,4.1
189,740,"Japan",360,"Romania",23,11,1940,11,12,1941,0,0,1,0,0,0,4.1
190,345,"Yugoslavia",365,"Russia",5,4,1941,20,4,1941,0,0,0,1,1,0,4.1
190,365,"Russia",345,"Yugoslavia",5,4,1941,20,4,1941,0,0,0,1,1,0,4.1
191,365,"Russia",740,"Japan",13,4,1941,5,4,1945,0,0,0,1,0,0,4.1
191,740,"Japan",365,"Russia",13,4,1941,5,4,1945,0,0,0,1,0,0,4.1
192,255,"Germany",640,"Turkey",18,6,1941,8,5,1945,0,0,0,0,1,0,4.1
192,640,"Turkey",255,"Germany",18,6,1941,8,5,1945,0,0,0,0,1,0,4.1
193,200,"United Kingdom",365,"Russia",12,7,1941,7,5,1955,0,0,1,0,0,0,4.1
193,365,"Russia",200,"United Kingdom",12,7,1941,7,5,1955,0,0,1,0,0,0,4.1
194,740,"Japan",800,"Thailand",21,12,1941,11,9,1945,0,0,1,0,0,0,4.1
194,800,"Thailand",740,"Japan",21,12,1941,11,9,1945,0,0,1,0,0,0,4.1
195,200,"United Kingdom",365,"Russia",29,1,1942,19,3,1946,0,0,1,0,0,1,4.1
195,200,"United Kingdom",630,"Iran",29,1,1942,19,3,1946,0,0,1,0,0,1,4.1
195,365,"Russia",200,"United Kingdom",29,1,1942,19,3,1946,0,0,1,0,0,1,4.1
195,365,"Russia",630,"Iran",29,1,1942,19,3,1946,0,0,1,0,0,1,4.1
195,630,"Iran",200,"United Kingdom",29,1,1942,19,3,1946,0,0,1,0,0,1,4.1
195,630,"Iran",365,"Russia",29,1,1942,19,3,1946,0,0,1,0,0,1,4.1
196,900,"Australia",920,"New Zealand",21,1,1944,1,9,1951,0,0,1,0,0,1,4.1
196,920,"New Zealand",900,"Australia",21,1,1944,1,9,1951,0,0,1,0,0,1,4.1
197,220,"France",365,"Russia",10,12,1944,7,5,1955,0,0,1,0,0,1,4.1
197,365,"Russia",220,"France",10,12,1944,7,5,1955,0,0,1,0,0,1,4.1
198,2,"United States of America",40,"Cuba",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,2,"United States of America",41,"Haiti",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,2,"United States of America",42,"Dominican Republic",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,2,"United States of America",70,"Mexico",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,2,"United States of America",90,"Guatemala",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,2,"United States of America",91,"Honduras",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,2,"United States of America",93,"Nicaragua",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,2,"United States of America",94,"Costa Rica",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,2,"United States of America",95,"Panama",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,2,"United States of America",100,"Colombia",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,2,"United States of America",101,"Venezuela",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,2,"United States of America",130,"Ecuador",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,2,"United States of America",135,"Peru",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,2,"United States of America",140,"Brazil",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,2,"United States of America",145,"Bolivia",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,2,"United States of America",150,"Paraguay",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,2,"United States of America",155,"Chile",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,2,"United States of America",160,"Argentina",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,2,"United States of America",165,"Uruguay",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,40,"Cuba",2,"United States of America",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,40,"Cuba",41,"Haiti",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,40,"Cuba",42,"Dominican Republic",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,40,"Cuba",70,"Mexico",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,40,"Cuba",90,"Guatemala",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,40,"Cuba",91,"Honduras",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,40,"Cuba",93,"Nicaragua",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,40,"Cuba",94,"Costa Rica",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,40,"Cuba",95,"Panama",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,40,"Cuba",100,"Colombia",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,40,"Cuba",101,"Venezuela",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,40,"Cuba",130,"Ecuador",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,40,"Cuba",135,"Peru",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,40,"Cuba",140,"Brazil",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,40,"Cuba",145,"Bolivia",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,40,"Cuba",150,"Paraguay",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,40,"Cuba",155,"Chile",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,40,"Cuba",160,"Argentina",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,40,"Cuba",165,"Uruguay",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,41,"Haiti",2,"United States of America",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,41,"Haiti",40,"Cuba",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,41,"Haiti",42,"Dominican Republic",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,41,"Haiti",70,"Mexico",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,41,"Haiti",90,"Guatemala",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,41,"Haiti",91,"Honduras",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,41,"Haiti",93,"Nicaragua",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,41,"Haiti",94,"Costa Rica",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,41,"Haiti",95,"Panama",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,41,"Haiti",100,"Colombia",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,41,"Haiti",101,"Venezuela",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,41,"Haiti",130,"Ecuador",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,41,"Haiti",135,"Peru",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,41,"Haiti",140,"Brazil",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,41,"Haiti",145,"Bolivia",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,41,"Haiti",150,"Paraguay",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,41,"Haiti",155,"Chile",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,41,"Haiti",160,"Argentina",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,41,"Haiti",165,"Uruguay",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,42,"Dominican Republic",2,"United States of America",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,42,"Dominican Republic",40,"Cuba",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,42,"Dominican Republic",41,"Haiti",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,42,"Dominican Republic",70,"Mexico",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,42,"Dominican Republic",90,"Guatemala",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,42,"Dominican Republic",91,"Honduras",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,42,"Dominican Republic",93,"Nicaragua",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,42,"Dominican Republic",94,"Costa Rica",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,42,"Dominican Republic",95,"Panama",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,42,"Dominican Republic",100,"Colombia",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,42,"Dominican Republic",101,"Venezuela",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,42,"Dominican Republic",130,"Ecuador",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,42,"Dominican Republic",135,"Peru",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,42,"Dominican Republic",140,"Brazil",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,42,"Dominican Republic",145,"Bolivia",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,42,"Dominican Republic",150,"Paraguay",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,42,"Dominican Republic",155,"Chile",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,42,"Dominican Republic",160,"Argentina",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,42,"Dominican Republic",165,"Uruguay",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,70,"Mexico",2,"United States of America",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,70,"Mexico",40,"Cuba",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,70,"Mexico",41,"Haiti",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,70,"Mexico",42,"Dominican Republic",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,70,"Mexico",90,"Guatemala",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,70,"Mexico",91,"Honduras",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,70,"Mexico",93,"Nicaragua",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,70,"Mexico",94,"Costa Rica",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,70,"Mexico",95,"Panama",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,70,"Mexico",100,"Colombia",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,70,"Mexico",101,"Venezuela",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,70,"Mexico",130,"Ecuador",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,70,"Mexico",135,"Peru",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,70,"Mexico",140,"Brazil",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,70,"Mexico",145,"Bolivia",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,70,"Mexico",150,"Paraguay",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,70,"Mexico",155,"Chile",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,70,"Mexico",160,"Argentina",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,70,"Mexico",165,"Uruguay",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,90,"Guatemala",2,"United States of America",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,90,"Guatemala",40,"Cuba",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,90,"Guatemala",41,"Haiti",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,90,"Guatemala",42,"Dominican Republic",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,90,"Guatemala",70,"Mexico",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,90,"Guatemala",91,"Honduras",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,90,"Guatemala",93,"Nicaragua",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,90,"Guatemala",94,"Costa Rica",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,90,"Guatemala",95,"Panama",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,90,"Guatemala",100,"Colombia",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,90,"Guatemala",101,"Venezuela",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,90,"Guatemala",130,"Ecuador",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,90,"Guatemala",135,"Peru",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,90,"Guatemala",140,"Brazil",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,90,"Guatemala",145,"Bolivia",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,90,"Guatemala",150,"Paraguay",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,90,"Guatemala",155,"Chile",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,90,"Guatemala",160,"Argentina",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,90,"Guatemala",165,"Uruguay",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,91,"Honduras",2,"United States of America",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,91,"Honduras",40,"Cuba",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,91,"Honduras",41,"Haiti",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,91,"Honduras",42,"Dominican Republic",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,91,"Honduras",70,"Mexico",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,91,"Honduras",90,"Guatemala",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,91,"Honduras",93,"Nicaragua",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,91,"Honduras",94,"Costa Rica",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,91,"Honduras",95,"Panama",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,91,"Honduras",100,"Colombia",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,91,"Honduras",101,"Venezuela",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,91,"Honduras",130,"Ecuador",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,91,"Honduras",135,"Peru",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,91,"Honduras",140,"Brazil",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,91,"Honduras",145,"Bolivia",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,91,"Honduras",150,"Paraguay",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
198,91,"Honduras",155,"Chile",6,3,1945,2,9,1947,0,0,1,0,0,1,4.1
