  % Automated generated airfoil pointcloud file
  % Created from Bezier-Curve airfoil file: NACA0012
  % Description: Airfoil geometry loaded by tmAirfoilLibWrapper from  naca0012_control.dat
  % Creation date : Description: 20-Feb-2012 10:13:53
  % Creation function : C:\SVN\NFFP5\software\Matlab\example_gui\interfaces\TOR\actornado.m
  2.0018838e-001  5.7340790e-002
  2.1031592e-001  5.7889633e-002
  2.2069300e-001  5.8378426e-002
  2.3131960e-001  5.8805962e-002
  2.4219569e-001  5.9171034e-002
  2.5332125e-001  5.9472436e-002
  2.6469626e-001  5.9708960e-002
  2.7632069e-001  5.9879400e-002
  2.8819451e-001  5.9982549e-002
  3.0031770e-001  6.0017200e-002
  3.1491426e-001  5.9968032e-002
  3.2972696e-001  5.9822587e-002
  3.4474115e-001  5.9583952e-002
  3.5994220e-001  5.9255214e-002
  3.7531546e-001  5.8839459e-002
  3.9084630e-001  5.8339774e-002
  4.0652007e-001  5.7759248e-002
  4.2232214e-001  5.7100965e-002
  4.3823787e-001  5.6368014e-002
  4.5425261e-001  5.5563482e-002
  4.7035173e-001  5.4690454e-002
  4.8652059e-001  5.3752019e-002
  5.0274454e-001  5.2751264e-002
  5.1900895e-001  5.1691274e-002
  5.3529918e-001  5.0575138e-002
  5.5160059e-001  4.9405941e-002
  5.6789853e-001  4.8186772e-002
  5.8417837e-001  4.6920717e-002
  6.0042547e-001  4.5610863e-002
  6.1662519e-001  4.4260297e-002
  6.3276289e-001  4.2872106e-002
  6.4882392e-001  4.1449376e-002
  6.6479366e-001  3.9995195e-002
  6.8065745e-001  3.8512651e-002
  6.9640066e-001  3.7004828e-002
  7.1200865e-001  3.5474816e-002
  7.2746678e-001  3.3925700e-002
  7.4276041e-001  3.2360568e-002
  7.5787491e-001  3.0782506e-002
  7.7279562e-001  2.9194602e-002
  7.8750791e-001  2.7599942e-002
  8.0199714e-001  2.6001614e-002
  8.1624867e-001  2.4402704e-002
  8.3024787e-001  2.2806299e-002
  8.4398008e-001  2.1215487e-002
  8.5743068e-001  1.9633354e-002
  8.7058501e-001  1.8062987e-002
  8.8342845e-001  1.6507473e-002
  8.9594635e-001  1.4969900e-002
  9.0812408e-001  1.3453353e-002
  9.1994698e-001  1.1960921e-002
  9.3140043e-001  1.0495689e-002
  9.4246978e-001  9.0607456e-003
  9.5314039e-001  7.6591769e-003
  9.6339763e-001  6.2940700e-003
  9.7322684e-001  4.9685119e-003
  9.8261341e-001  3.6855896e-003
  9.9154267e-001  2.4483899e-003
  1.0000000e+000  1.2600000e-003

