TITLE = "Data"
variables = X,Y,U,V,Velocity
Zone t="data"
I=101,J=101,F=POINT
0	0	0	0	0
1	0	0	0	0
2	0	0	0	0
3	0	0	0	0
4	0	0	0	0
5	0	0	0	0
6	0	0	0	0
7	0	0	0	0
8	0	0	0	0
9	0	0	0	0
10	0	0	0	0
11	0	0	0	0
12	0	0	0	0
13	0	0	0	0
14	0	0	0	0
15	0	0	0	0
16	0	0	0	0
17	0	0	0	0
18	0	0	0	0
19	0	0	0	0
20	0	0	0	0
21	0	0	0	0
22	0	0	0	0
23	0	0	0	0
24	0	0	0	0
25	0	0	0	0
26	0	0	0	0
27	0	0	0	0
28	0	0	0	0
29	0	0	0	0
30	0	0	0	0
31	0	0	0	0
32	0	0	0	0
33	0	0	0	0
34	0	0	0	0
35	0	0	0	0
36	0	0	0	0
37	0	0	0	0
38	0	0	0	0
39	0	0	0	0
40	0	0	0	0
41	0	0	0	0
42	0	0	0	0
43	0	0	0	0
44	0	0	0	0
45	0	0	0	0
46	0	0	0	0
47	0	0	0	0
48	0	0	0	0
49	0	0	0	0
50	0	0	0	0
51	0	0	0	0
52	0	0	0	0
53	0	0	0	0
54	0	0	0	0
55	0	0	0	0
56	0	0	0	0
57	0	0	0	0
58	0	0	0	0
59	0	0	0	0
60	0	0	0	0
61	0	0	0	0
62	0	0	0	0
63	0	0	0	0
64	0	0	0	0
65	0	0	0	0
66	0	0	0	0
67	0	0	0	0
68	0	0	0	0
69	0	0	0	0
70	0	0	0	0
71	0	0	0	0
72	0	0	0	0
73	0	0	0	0
74	0	0	0	0
75	0	0	0	0
76	0	0	0	0
77	0	0	0	0
78	0	0	0	0
79	0	0	0	0
80	0	0	0	0
81	0	0	0	0
82	0	0	0	0
83	0	0	0	0
84	0	0	0	0
85	0	0	0	0
86	0	0	0	0
87	0	0	0	0
88	0	0	0	0
89	0	0	0	0
90	0	0	0	0
91	0	0	0	0
92	0	0	0	0
93	0	0	0	0
94	0	0	0	0
95	0	0	0	0
96	0	0	0	0
97	0	0	0	0
98	0	0	0	0
99	0	0	0	0
100	0	0	0	0
0	1	0	0	0
1	1	2.41267e-06	-1.6637e-06	2.93068e-06
2	1	9.85327e-06	-5.01565e-06	1.10564e-05
3	1	2.12781e-05	-6.30179e-06	2.21917e-05
4	1	3.50113e-05	-7.36385e-06	3.57773e-05
5	1	4.91404e-05	-6.97094e-06	4.96323e-05
6	1	6.21798e-05	-5.87511e-06	6.24567e-05
7	1	7.27144e-05	-4.40173e-06	7.28475e-05
8	1	7.99431e-05	-3.14321e-06	8.00049e-05
9	1	8.4179e-05	-1.28921e-06	8.41889e-05
10	1	8.46854e-05	5.9549e-07	8.46875e-05
11	1	8.1447e-05	2.61217e-06	8.14889e-05
12	1	7.46571e-05	4.58588e-06	7.47978e-05
13	1	6.42451e-05	6.66701e-06	6.45902e-05
14	1	5.01253e-05	8.69903e-06	5.08745e-05
15	1	3.18125e-05	1.05561e-05	3.35181e-05
16	1	9.8378e-06	1.23149e-05	1.57619e-05
17	1	-1.65293e-05	1.4129e-05	2.1745e-05
18	1	-4.70678e-05	1.63267e-05	4.98191e-05
19	1	-8.19588e-05	1.88805e-05	8.41054e-05
20	1	-0.000121531	2.11243e-05	0.000123353
21	1	-0.000165811	2.37978e-05	0.00016751
22	1	-0.000215631	2.63914e-05	0.00021724
23	1	-0.00027071	2.90987e-05	0.000272269
24	1	-0.000331322	3.20607e-05	0.00033287
25	1	-0.000397763	3.52283e-05	0.00039932
26	1	-0.000470319	3.83714e-05	0.000471881
27	1	-0.000548853	4.16802e-05	0.000550433
28	1	-0.000633338	4.5035e-05	0.000634937
29	1	-0.000724377	4.8178e-05	0.000725977
30	1	-0.000821529	5.11706e-05	0.000823121
31	1	-0.000924578	5.40343e-05	0.000926155
32	1	-0.00103335	5.70913e-05	0.00103493
33	1	-0.00114768	5.96695e-05	0.00114923
34	1	-0.00126648	6.19283e-05	0.001268
35	1	-0.00138946	6.37913e-05	0.00139093
36	1	-0.00151549	6.53226e-05	0.0015169
37	1	-0.00164321	6.65256e-05	0.00164456
38	1	-0.00177232	6.69518e-05	0.00177359
39	1	-0.00190085	6.64204e-05	0.00190201
40	1	-0.00202755	6.54624e-05	0.00202861
41	1	-0.00215135	6.3562e-05	0.00215229
42	1	-0.00226998	6.08268e-05	0.00227079
43	1	-0.00238257	5.74347e-05	0.00238326
44	1	-0.00248644	5.2861e-05	0.002487
45	1	-0.00258059	4.76305e-05	0.00258103
46	1	-0.00266303	4.11632e-05	0.00266335
47	1	-0.00273197	3.41468e-05	0.00273218
48	1	-0.00278596	2.63693e-05	0.00278609
49	1	-0.00282368	1.75486e-05	0.00282373
50	1	-0.00284386	8.29233e-06	0.00284387
51	1	-0.00284523	-1.58049e-06	0.00284523
52	1	-0.00282676	-1.17261e-05	0.00282679
53	1	-0.00278794	-2.24422e-05	0.00278803
54	1	-0.00272863	-3.29154e-05	0.00272883
55	1	-0.00264919	-4.34742e-05	0.00264955
56	1	-0.00254945	-5.35724e-05	0.00255001
57	1	-0.00243056	-6.3256e-05	0.00243138
58	1	-0.00229326	-7.239e-05	0.0022944
59	1	-0.0021392	-8.08304e-05	0.00214073
60	1	-0.00197006	-8.82089e-05	0.00197203
61	1	-0.00178803	-9.43477e-05	0.00179052
62	1	-0.00159582	-9.91855e-05	0.0015989
63	1	-0.00139546	-0.000102446	0.00139922
64	1	-0.00118967	-0.000104397	0.00119424
65	1	-0.000981388	-0.000104808	0.000986969
66	1	-0.000773976	-0.000103862	0.000780914
67	1	-0.000570098	-0.000101254	0.00057902
68	1	-0.000372224	-9.72281e-05	0.000384713
69	1	-0.000183337	-9.18279e-05	0.000205048
70	1	-5.98626e-06	-8.52957e-05	8.55055e-05
71	1	0.000157862	-7.76774e-05	0.000175938
72	1	0.000306526	-6.91693e-05	0.000314233
73	1	0.000438687	-5.99186e-05	0.00044276
74	1	0.000553237	-5.03916e-05	0.000555527
75	1	0.000649743	-4.07296e-05	0.000651019
76	1	0.000727387	-3.10828e-05	0.000728051
77	1	0.000786928	-2.17949e-05	0.000787229
78	1	0.000828743	-1.27002e-05	0.00082884
79	1	0.000853979	-4.17923e-06	0.00085399
80	1	0.000863537	3.406e-06	0.000863543
81	1	0.000858653	1.03285e-05	0.000858715
82	1	0.000840792	1.63612e-05	0.000840951
83	1	0.000811679	2.15379e-05	0.000811964
84	1	0.000773024	2.60241e-05	0.000773462
85	1	0.000726468	2.97064e-05	0.000727075
86	1	0.000673678	3.26369e-05	0.000674468
87	1	0.000616027	3.47236e-05	0.000617005
88	1	0.000554485	3.61413e-05	0.000555662
89	1	0.000490559	3.7111e-05	0.00049196
90	1	0.000425493	3.75835e-05	0.00042715
91	1	0.000360262	3.73871e-05	0.000362197
92	1	0.000295651	3.66138e-05	0.000297909
93	1	0.000233117	3.51102e-05	0.000235746
94	1	0.000173783	3.33918e-05	0.000176962
95	1	0.000119415	2.99213e-05	0.000123107
96	1	7.15121e-05	2.6193e-05	7.6158e-05
97	1	3.3539e-05	2.0062e-05	3.90813e-05
98	1	8.42308e-06	1.24705e-05	1.50486e-05
99	1	-2.8752e-06	4.39411e-06	5.25119e-06
100	1	0	9.35896e-07	9.35896e-07
0	2	0	0	0
1	2	6.18823e-06	-9.5279e-06	1.13611e-05
2	2	2.16281e-05	-1.93658e-05	2.90312e-05
3	2	4.29369e-05	-2.4581e-05	4.94753e-05
4	2	6.66123e-05	-2.70427e-05	7.18924e-05
5	2	9.03858e-05	-2.56062e-05	9.39429e-05
6	2	0.000111381	-2.19564e-05	0.000113525
7	2	0.000128344	-1.67382e-05	0.000129431
8	2	0.000139274	-1.04119e-05	0.000139663
9	2	0.000144541	-3.58215e-06	0.000144586
10	2	0.000142414	3.68344e-06	0.000142462
11	2	0.000133568	1.10258e-05	0.000134022
12	2	0.000117508	1.88039e-05	0.000119003
13	2	9.40318e-05	2.6404e-05	9.76686e-05
14	2	6.29835e-05	3.4173e-05	7.16569e-05
15	2	2.39023e-05	4.21537e-05	4.84588e-05
16	2	-2.28126e-05	4.99471e-05	5.49102e-05
17	2	-7.78273e-05	5.8118e-05	9.71329e-05
18	2	-0.00014147	6.69765e-05	0.000156524
19	2	-0.000214045	7.6056e-05	0.000227156
20	2	-0.000296065	8.58138e-05	0.00030825
21	2	-0.000387793	9.57004e-05	0.000399427
22	2	-0.000490098	0.000106403	0.000501515
23	2	-0.000602888	0.000117426	0.000614217
24	2	-0.000726719	0.000128985	0.000738077
